	"lang"
{
	"Language"		"Russian"
		"DOTA_Tooltip_ability_vowen_from_blood_spiritual_flame_bonus_damage_percentage"	"%ДОПОЛНИТЕЛЬНЫЙ УРОН:"
		"DOTA_Tooltip_ability_vowen_from_blood_spiritual_flame_bonus_damage_percentage_scepter"	"%ДОПОЛНИТЕЛЬНЫЙ УРОН С ПОСОХОМ:"		
		"DOTA_Tooltip_ability_vowen_from_blood_spiritual_flame_bonus_health_regen"	"ДОПОЛНИТЕЛЬНАЯ РЕГЕНЕРАЦИЯ ЗДОРОВЬЯ:"	
		"DOTA_Tooltip_ability_vowen_from_blood_spiritual_flame_bonus_health_regen_scepter"	"ДОПОЛНИТЕЛЬНАЯ РЕГЕНЕРАЦИЯ ЗДОРОВЬЯ С ПОСОХОМ:"					
		"DOTA_Tooltip_ability_vowen_from_blood_spiritual_flame_duration"	"ДЛИТЕЛЬНОСТЬ:"			
		"DOTA_Tooltip_ability_vowen_from_blood_spiritual_flame_manacost_scepter"	"ЗАТРАТЫ МАНЫ С ПОСОХОМ:"
		"DOTA_Tooltip_ability_vowen_from_blood_spiritual_flame_aghanim_description"	"Увеличивает дополнительный урон и регенерацию здоровья, но также увеличивает и затраты маны."	

		"DOTA_Tooltip_modifier_vowen_from_blood_spiritual_flame"	"Духовное Пламя"
		"DOTA_Tooltip_modifier_vowen_from_blood_spiritual_flame_Description"	"Урон увеличен на %dMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%%, а регенерация здоровья — на %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT% единиц."

		"DOTA_Tooltip_ability_vowen_from_blood_soul_burn"	"Пламя Обречённости"
		"DOTA_Tooltip_ability_vowen_from_blood_soul_burn_Description"	"Указанный противник окутывается пламенем, наносящим ежесекундный урон и снижающим урон. При этом он теряет возможность применять заклинания. Кроме того Сотканный из Крови ненадолго получает огромную скорость атаки."
		"DOTA_Tooltip_ability_vowen_from_blood_soul_burn_damage"	"УРОН:"		
		"DOTA_Tooltip_ability_vowen_from_blood_soul_burn_damage_penalty_percentage"	"%СНИЖЕНИЕ УРОНА:"						
		"DOTA_Tooltip_ability_vowen_from_blood_soul_burn_bonus_attack_speed"	"ДОПОЛНИТЕЛЬНАЯ СКОРОСТЬ АТАКИ:"		
		"DOTA_Tooltip_ability_vowen_from_blood_soul_burn_bonus_buff_duration"	"ДЛИТЕЛЬНОСТЬ БОНУСА:"		
		"DOTA_Tooltip_ability_vowen_from_blood_soul_burn_duration_hero"	"ДЛИТЕЛЬНОСТЬ НЕГАТИВНОГО ЭФФЕКТА НА ГЕРОЯХ:"						
		"DOTA_Tooltip_ability_vowen_from_blood_soul_burn_duration_creep"	"ДЛИТЕЛЬНОСТЬ НЕГАТИВНОГО ЭФФЕКТА НА ЮНИТАХ:"				

		"DOTA_Tooltip_voven_from_blood_soul_burn_debuff"	"Пламя Обречённости"
		"DOTA_Tooltip_voven_from_blood_soul_burn_debuff_Description"	"Этот герой обезмолвлен и его урон снижен."
		
		"DOTA_Tooltip_voven_from_blood_soul_burn_buff"	"Пламя Обречённости"
		"DOTA_Tooltip_voven_from_blood_soul_burn_buff_Description"	"Скорость атаки Сотканного из Крови возросла."

		"DOTA_Tooltip_ability_vowen_from_blood_chaos"	"Хаос"
		"DOTA_Tooltip_ability_vowen_from_blood_chaos_Description"	"Все враги в указанной области сгорают, получая при этом урон, и теряют силу атаки на некоторое время."
		"DOTA_Tooltip_ability_vowen_from_blood_chaos_damage"	"УРОН:"		
		"DOTA_Tooltip_ability_vowen_from_blood_chaos_damage_penalty_percentage"	"%СНИЖЕНИЕ УРОНА:"						
		"DOTA_Tooltip_ability_vowen_from_blood_chaos_duration"	"ДЛИТЕЛЬНОСТЬ:"			

		"DOTA_Tooltip_modifier_vowen_from_blood_chaos"	"Хаос"
		"DOTA_Tooltip_modifier_vowen_from_blood_chaos_Description"	"Урон этого юнита снижен."
		
		"DOTA_Tooltip_ability_warrior_of_light_fetters"	"Оковы Света"
		"DOTA_Tooltip_ability_warrior_of_light_fetters_Description"	"Воин Света связывает врагов оковами Света, замедляя их скорость перемещения. Каждый связанный, который попытается атаковать, получает урон."
		"DOTA_Tooltip_ability_warrior_of_light_fetters_penalty_ms"	"%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"		
		"DOTA_Tooltip_ability_warrior_of_light_fetters_damage_for_attack"	"УРОН ЗА АТАКУ:"						
		"DOTA_Tooltip_ability_warrior_of_light_fetters_duration"	"ДЛИТЕЛЬНОСТЬ:"				

		"DOTA_Tooltip_warrior_of_light_fetters"	"Оковы Света"
		"DOTA_Tooltip_warrior_of_light_fetters_Description"	"У этого воина снижена скорость перемещения. При попытке совершить удар он получит урон."

		"DOTA_Tooltip_ability_warrior_of_light_will_light"	"Воля Света"
		"DOTA_Tooltip_ability_warrior_of_light_will_light_Description"	"Получая урон от врагов, Воин Света лечит всех союзников вокруг в размере некоторого процента от полученного урона, а врагам наносит столько же урона. "
		"DOTA_Tooltip_ability_warrior_of_light_will_light_absord_proc_tooltip"	"%ПРОЦЕНТ ОТ ПОЛУЧЕННОГО УРОНА:"			
		
		"DOTA_Tooltip_ability_warrior_of_light_holy_power"	"Святая Сила"
		"DOTA_Tooltip_ability_warrior_of_light_holy_power_Description"	"Сам господь Бог помогает Воину Света. Получив урон, есть вероятность поглотить его полностью. "
		"DOTA_Tooltip_ability_warrior_of_light_holy_power_block_chance"	"%ШАНС ПОГЛОЩЕНИЯ УРОНА:"				
		
		"DOTA_Tooltip_ability_warrior_of_light_divine_protection"	"Божественная Защита"
		"DOTA_Tooltip_ability_warrior_of_light_divine_protection_Description"	"Воин Света взывает к Богу и союзники (в том числе и сам Воин Света) получают 1000 единиц защиты. "
//		"DOTA_Tooltip_ability_warrior_of_light_divine_protection_attack_damage_proc"	"%ДОПОЛНИТЕЛЬНАЯ СИЛА АТАКИ:"		
		"DOTA_Tooltip_ability_warrior_of_light_divine_protection_duration"	"ДЛИТЕЛЬНОСТЬ:"						
		"DOTA_Tooltip_ability_warrior_of_light_divine_protection_radius"	"РАДИУС ДЕЙСТВИЯ:"				

		"DOTA_Tooltip_modifier_divine_protection_datadriven"	"Божественная Защита"
		"DOTA_Tooltip_modifier_divine_protection_datadriven_Description"	"Урон и броня этого воина увеличены."

		"DOTA_Tooltip_ability_highlander_storm_bolt"	"Молот Бурь"
		"DOTA_Tooltip_ability_highlander_storm_bolt_Description"	"Горец бросает магический молот, оглушающий указанного противникаи наносящий ему урон. Противники, находящиеся недалеко от цели, получают меньший урон и оглушение."
		"DOTA_Tooltip_ability_highlander_storm_bolt_stun_main_target_duration"	"ОГЛУШЕНИЕ ОСНОВНОЙ ЦЕЛИ:"		
		"DOTA_Tooltip_ability_highlander_storm_bolt_stun_radius_duration"	"ОГЛУШЕНИЕ ВТОРОСТЕПЕННЫХ ЦЕЛЕЙ:"						
		"DOTA_Tooltip_ability_highlander_storm_bolt_damage_main_target_tooltip"	"УРОН ОСНОВНОЙ ЦЕЛИ:"		
		"DOTA_Tooltip_ability_highlander_storm_bolt_damage_radius"	"УРОН ВТОРОСТЕПЕННЫМ ЦЕЛЯМ:"		
		"DOTA_Tooltip_ability_highlander_storm_bolt_radius"	"РАДИУС:"			
		
		"DOTA_Tooltip_ability_highlander_heavy_axe"	"Тяжёлый Топор"
		"DOTA_Tooltip_ability_highlander_heavy_axe_Description"	"У Горца повышается скорость перемещения. Также при каждой атаке он наносит дополнительный урон."
		"DOTA_Tooltip_ability_highlander_heavy_axe_bonus_damage"	"ДОПОЛНИТЕЛЬНЫЙ УРОН:"		
		"DOTA_Tooltip_ability_highlander_heavy_axe_bonus_movement_speed_percentage"	"%ДОПОЛНИТЕЛЬНАЯ СКОРОСТЬ ПЕРЕДВИЖЕНИЯ:"						
		"DOTA_Tooltip_ability_highlander_heavy_axe_duration"	"ДЛИТЕЛЬНОСТЬ:"			

		"DOTA_Tooltip_modifier_highlander_heavy_axe"	"Тяжёлый Топор"
		"DOTA_Tooltip_modifier_highlander_heavy_axe_Description"	"Горец наносит дополнительный урон, и у него увеличена скорость пердвижения."

		"DOTA_Tooltip_ability_highlander_improved_armor"	"Улучшенная Броня"
		"DOTA_Tooltip_ability_highlander_improved_armor_Description"	"Отменное ремесло горцев позволяет носить более укреплённую броню. Будучи атакованным, Горец получает дополнительную защиту на некоторое время."
		"DOTA_Tooltip_ability_highlander_improved_armor_bonus_armor"	"+$armor"		
		"DOTA_Tooltip_ability_highlander_improved_armor_armor_per_attack"	"БРОНИ ЗА АТАКУ:"						
		"DOTA_Tooltip_ability_highlander_improved_armor_duration"	"ДЛИТЕЛЬНОСТЬ ЭФФЕКТА:"			
		"DOTA_Tooltip_ability_highlander_improved_armor_max_armor"	"МАКСИМУМ БРОНИ:"				

		"DOTA_Tooltip_modifier_highlander_improved_armor"	"Улучшенная Броня"
		"DOTA_Tooltip_modifier_highlander_improved_armor_Description"	"Броня, полученная от этой способности."

		"DOTA_Tooltip_ability_highlander_might_of_the_highlander"	"Мощь Горца"
		"DOTA_Tooltip_ability_highlander_might_of_the_highlander_Description"	"Все враги в указанной области теряют скорость перемещения секунд и получают магический урон."
		"DOTA_Tooltip_ability_highlander_might_of_the_highlander_damage"	"УРОН:"		
		"DOTA_Tooltip_ability_highlander_might_of_the_highlander_movement_speed_slow"	"%ЗАМЕДЛЕНИЕ ПЕРЕМЕЩЕНИЯ:"						
		"DOTA_Tooltip_ability_highlander_might_of_the_highlander_duration"	"ДЛИТЕЛЬНОСТЬ:"			
		"DOTA_Tooltip_ability_highlander_might_of_the_highlander_aoe_tooltip"	"ОБЛАСТЬ ВОЗДЕЙСТВИЯ:"

		"DOTA_Tooltip_modifier_highlander_might_of_the_highlander"	"Мощь Горца"
		"DOTA_Tooltip_modifier_highlander_might_of_the_highlander_Description"	"Этот юнит замедлен."

		"DOTA_Tooltip_ability_huntress_curse_of_elune"	"Проклятие Элуны"
		"DOTA_Tooltip_ability_huntress_curse_of_elune_Description"	"Охотница накладывает на указанных врагов проклятье, которое сначала наносит мгновенный урон, а затем ежесекундный. Также каждую секунду ноносится урон в зависимости от недостающего здоровья юнита."
		"DOTA_Tooltip_ability_huntress_curse_of_elune_damage_inst"	"НАЧАЛЬНЫЙ УРОН:"		
		"DOTA_Tooltip_ability_huntress_curse_of_elune_damage_per_sec"	"ЕЖЕСЕКУНДНЫЙ УРОН:"						
		"DOTA_Tooltip_ability_huntress_curse_of_elune_duration"	"ДЛИТЕЛЬНОСТЬ:"			
		"DOTA_Tooltip_ability_huntress_curse_of_elune_damage_proc_for_creeps"	"%УРОН ОТ НЕДОСТАЮЩЕГО ЗДОРОВЬЯ ОБЫЧНЫХ ЮНИТОВ И БОССОВ:"
		"DOTA_Tooltip_ability_huntress_curse_of_elune_damage_proc_for_heroes_and_mega"	"%УРОН ОТ НЕДОСТАЮЩЕГО ЗДОРОВЬЯ МЕГАБОССОВ И ГЕРОЕВ:"			

		"DOTA_Tooltip_huntress_curse_of_elune1"	"Проклятие Элуны"
		"DOTA_Tooltip_huntress_curse_of_elune1_Description"	"Этот юнит получает урон."

		"DOTA_Tooltip_ability_huntress_moon_glaive"	"Лунный Чакрум"
		"DOTA_Tooltip_ability_huntress_moon_glaive_Description"	"Позволяет чакруму Охотницы после атаки перескакивать на другого врага. При каждом скачке наносимый урон снижается."
		"DOTA_Tooltip_ability_huntress_moon_glaive_bounces"	"ОТСКОКОВ:"		
		"DOTA_Tooltip_ability_huntress_moon_glaive_damage_reduction_percent"	"%СНИЖЕНИЕ УРОНА:"				
		
		"DOTA_Tooltip_ability_huntress_power_of_the_moon"	"Сила Луны"
		"DOTA_Tooltip_ability_huntress_power_of_the_moon_Description"	"Кира получает дополнительную защиту от магии, скорость атаки, скорость перемещения и ловкость."
		"DOTA_Tooltip_ability_huntress_power_of_the_moon_immun_magic"	"%ЗАЩИТА ОТ МАГИИ:"		
		"DOTA_Tooltip_ability_huntress_power_of_the_moon_attackSpeed"	"СКОРОСТЬ АТАКИ:"						
		"DOTA_Tooltip_ability_huntress_power_of_the_moon_moveSpeed"	"%СКОРОСТЬ ПЕРЕДВИЖЕНИЯ:"			
		"DOTA_Tooltip_ability_huntress_power_of_the_moon_agility"	"ЛОВКОСТЬ:"		
		
		"DOTA_Tooltip_ability_huntress_ritual"	"Ритуал"
		"DOTA_Tooltip_ability_huntress_ritual_Description"	"Охотница за 0.5 секунды совершает ритуал, увеличивающий скорость и силу атаки на 9 секунд."
		"DOTA_Tooltip_ability_huntress_ritual_attackDamage"	"ДОПОЛНИТЕЛЬНЫЙ УРОН:"		
		"DOTA_Tooltip_ability_huntress_ritual_attackSpeed"	"ДОПОЛНИТЕЛЬНАЯ СКОРОСТЬ АТАКИ:"						
